id,batchID,equinomeID,SNPChip,Year of Birth,sex,Country Reported,Horse Name,Sire,Dam,Month of Birth,Country of Birth,,,,,,,
20190117_WHS001_271,20190117,WHS001_271,SNP70_PVL,,Male,Great Britain,,,,April,Ireland,,,,,,,
20190117_WHS001_272,20190117,WHS001_272,SNP70_PVL,,Male,Great Britain,,,,April,Great Britain,,,,,,,
20190117_WHS001_273,20190117,WHS001_273,SNP70_PVL,,Male,Great Britain,,,,March,Ireland,,,,,,,
20190117_WHS001_274,20190117,WHS001_274,SNP70_PVL,,Female,Great Britain,,,,March,Great Britain,,,,,,,
20190117_WHS001_275,20190117,WHS001_275,SNP70_PVL,,Female,Great Britain,,,,February,Ireland,,,,,,,
20190117_WHS001_276,20190117,WHS001_276,SNP70_PVL,,Female,Great Britain,,,,March,Ireland,,,,,,,
20190117_WHS001_277,20190117,WHS001_277,SNP70_PVL,,Female,Great Britain,,,,March,Ireland,,,,,,,
20190117_WHS001_278,20190117,WHS001_278,SNP70_PVL,,Female,Great Britain,,,,March,Ireland,,,,,,,
20190117_WHS001_279,20190117,WHS001_279,SNP70_PVL,,Male,Great Britain,,,,February,Germany,,,,,,,
20190117_WHS001_280,20190117,WHS001_280,SNP70_PVL,,Male,Great Britain,,,,February,Great Britain,,,,,,,
20190117_WHS001_281,20190117,WHS001_281,SNP70_PVL,,Male,Great Britain,,,,April,Ireland,,,,,,,
20190117_WHS001_282,20190117,WHS001_282,SNP70_PVL,,Male,Great Britain,,,,March,Great Britain,,,,,,,
20190117_WHS001_283,20190117,WHS001_283,SNP70_PVL,,Male,Great Britain,,,,May,Great Britain,,,,,,,
20190117_WHS001_284,20190117,WHS001_284,SNP70_PVL,,Male,Great Britain,,,,February,Ireland,,,,,,,
20190117_WHS001_285,20190117,WHS001_285,SNP70_PVL,,Male,Great Britain,,,,February,Great Britain,,,,,,,
20190117_WHS001_286,20190117,WHS001_286,SNP70_PVL,,Male,Great Britain,,,,February,Great Britain,,,,,,,
20190117_WHS001_287,20190117,WHS001_287,SNP70_PVL,,Male,Great Britain,,,,April,Great Britain,,,,,,,
20190117_WHS001_288,20190117,WHS001_288,SNP70_PVL,,Male,Great Britain,,,,January,Great Britain,,,,,,,
20190117_WHS001_289,20190117,WHS001_289,SNP70_PVL,,Male,Great Britain,,,,February,Ireland,,,,,,,
20190117_WHS001_290,20190117,WHS001_290,SNP70_PVL,,Male,Great Britain,,,,March,Ireland,,,,,,,
20190117_WHS001_291,20190117,WHS001_291,SNP70_PVL,,Male,Great Britain,,,,March,Great Britain,,,,,,,
20190117_WHS001_292,20190117,WHS001_292,SNP70_PVL,,Male,Great Britain,,,,March,Ireland,,,,,,,
20190117_WHS001_293,20190117,WHS001_293,SNP70_PVL,,Male,Great Britain,,,,January,USA,,,,,,,
20190117_WHS001_294,20190117,WHS001_294,SNP70_PVL,,Female,Great Britain,,,,April,Great Britain,,,,,,,
20190117_WHS001_295,20190117,WHS001_295,SNP70_PVL,,Female,Great Britain,,,,April,Ireland,,,,,,,
20190117_WHS001_296,20190117,WHS001_296,SNP70_PVL,,Female,Great Britain,,,,April,Ireland,,,,,,,
20190117_WHS001_297,20190117,WHS001_297,SNP70_PVL,,Female,Great Britain,,,,March,France,,,,,,,
20190117_WHS001_298,20190117,WHS001_298,SNP70_PVL,,Female,Great Britain,,,,January,Ireland,,,,,,,
20190117_WHS001_299,20190117,WHS001_299,SNP70_PVL,,Female,Great Britain,,,,February,Great Britain,,,,,,,
20190117_WHS001_300,20190117,WHS001_300,SNP70_PVL,,Female,Great Britain,,,,February,Great Britain,,,,,,,
20190117_WHS001_301,20190117,WHS001_301,SNP70_PVL,,Female,Great Britain,,,,February,Ireland,,,,,,,
20190117_WHS001_302,20190117,WHS001_302,SNP70_PVL,,Female,Great Britain,,,,February,Ireland,,,,,,,
20190117_WHS001_303,20190117,WHS001_303,SNP70_PVL,,Female,Great Britain,,,,February,Great Britain,,,,,,,
20190117_WHS001_304,20190117,WHS001_304,SNP70_PVL,,Female,Great Britain,,,,March,Great Britain,,,,,,,
20190117_WHS001_305,20190117,WHS001_305,SNP70_PVL,,Female,Great Britain,,,,April,Ireland,,,,,,,
20190117_WHS001_306,20190117,WHS001_306,SNP70_PVL,,Female,Great Britain,,,,February,Ireland,,,,,,,
20190117_WHS001_307,20190117,WHS001_307,SNP70_PVL,,Female,Great Britain,,,,March,USA,,,,,,,
20190117_WHS001_309,20190117,WHS001_309,SNP70_PVL,2017,Male,Great Britain,,Dubawi,My Titania,February,Ireland,,,,,,,
20190124_DRK001_402,20190124,DRK001_402,SNP70_PVL,2017,Female,South Africa,Karoo Winter,Futura,Arabian Winter,August,South Africa,,,,,,,
20190124_DRK001_403,20190124,DRK001_403,SNP70_PVL,2017,Female,South Africa,,Futura,Arria,November,South Africa,,,,,,,
20190124_DRK001_407,20190124,DRK001_407,SNP70_PVL,2017,Male,South Africa,White Fang,Futura,Beautiful Bird,September,South Africa,,,,,,,
20190124_DRK001_410,20190124,DRK001_410,SNP70_PVL,2017,Female,South Africa,Sweet Future,Futura,Cape Sugarbird,September,South Africa,,,,,,,
20190124_DRK001_421,20190124,DRK001_421,SNP70_PVL,2017,Female,South Africa,Lucy Gray,Futura,Ha Lucy,September,South Africa,,,,,,,
20190124_DRK001_436,20190124,DRK001_436,SNP70_PVL,2017,Female,South Africa,Future Tense,Futura,My Sanctuary,August,South Africa,,,,,,,
20190124_DRK001_447,20190124,DRK001_447,SNP70_PVL,2017,Female,South Africa,Pink Tourmaline,Futura,Sapphire Gem,October,South Africa,,,,,,,
20190124_DRK001_455,20190124,DRK001_455,SNP70_PVL,2017,Female,South Africa,Glitter in the Air,Futura,Sparkling Gem,August,South Africa,,,,,,,
20190124_DRK001_462,20190124,DRK001_462,SNP70_PVL,2017,Male,South Africa,Cold Winter Sun,Futura,Winter Heart,November,South Africa,,,,,,,
20190124_DRK001_466,20190124,DRK001_466,SNP70_PVL,2018,Male,South Africa,,Futura,Gibosico,October,South Africa,,,,,,,
20190124_DRK001_467,20190124,DRK001_467,SNP70_PVL,2018,Female,South Africa,Future Blue,Futura,Acquavella,September,South Africa,,,,,,,
20190124_DRK001_469,20190124,DRK001_469,SNP70_PVL,2018,Male,South Africa,Future Dawn,Futura,Blue Dawn,September,South Africa,,,,,,,
20190124_GDA001_001,20190124,GDA001_001,SNP70_PVL,2011,Male,Australia,,,,October,New Zealand,,,,,,,
20190124_RLN001_013,20190124,RLN001_013,SNP70_PVL,2016,,Ireland,,,,,Ireland,,,,,,,
20190124_RLN001_014,20190124,RLN001_014,SNP70_PVL,2016,,Ireland,,,,,Ireland,,,,,,,
20190124_RVN001_136,20190124,RVN001_136,SNP70_PVL,2016,Male,Great Britain,,,,April,Great Britain,,,,,,,
20190207_GDA001_002,20190207,GDA001_002,SNP70_PVL,2015,Male,Australia,,,,August,Australia,,,,,,,
20190207_GEC001_027,20190207,GEC001_027,SNP70_PVL,2018,Female,Australia,,Sir Prancealot,Tanita,August,Australia,,,,,,,
20190207_GEC001_028,20190207,GEC001_028,SNP70_PVL,2018,Male,Australia,,Zebedee,Viascon,September,Australia,,,,,,,
20190207_GEC001_029,20190207,GEC001_029,SNP70_PVL,2018,Male,Australia,,Medaglia DOro,Streama,September,Australia,,,,,,,
20190207_GEC001_030,20190207,GEC001_030,SNP70_PVL,2018,Female,Australia,,Zebedee,Strassa,September,Australia,,,,,,,
20190207_GEC001_031,20190207,GEC001_031,SNP70_PVL,2018,Female,Australia,,Brazen Beau,Mean Louise,October,Australia,,,,,,,
20190207_GEC001_032,20190207,GEC001_032,SNP70_PVL,2018,Female,Australia,,Pierro,Tiersamo,October,Australia,,,,,,,
20190207_GEC001_033,20190207,GEC001_033,SNP70_PVL,2018,Female,Australia,,Wandjina,Tessamo,November,Australia,,,,,,,
20190207_JSB001_1431,20190207,JSB001_1431,SNP70_PVL,2017,Female,Ireland,Luminita,New Approach,Luminaria,January,Ireland,,,,,,,
20190207_JSB001_1432,20190207,JSB001_1432,SNP70_PVL,2017,Female,Ireland,Sasta,Dawn Approach,Sasamh,January,Ireland,,,,,,,
20190207_JSB001_1433,20190207,JSB001_1433,SNP70_PVL,2017,Female,Ireland,Out Together,Vocalised,Something Graceful,February,Ireland,,,,,,,
20190207_JSB001_1434,20190207,JSB001_1434,SNP70_PVL,2017,Female,Ireland,Gold Mover,Fastnet Rock,Foinse,February,Ireland,,,,,,,
20190207_RLN001_015,20190207,RLN001_015,SNP70_PVL,,Female,Ireland,,,,January,Ireland,,,,,,,
20190207_TGE001_048,20190207,TGE001_048,SNP70_PVL,2016,Female,South Africa,,,,October,Argentina,,,,,,,
20190207_TGE001_049,20190207,TGE001_049,SNP70_PVL,2018,Female,South Africa,,,,October,South Africa,,,,,,,
20190207_TGE001_050,20190207,TGE001_050,SNP70_PVL,2018,Female,South Africa,,,,October,South Africa,,,,,,,
20190207_TGE001_051,20190207,TGE001_051,SNP70_PVL,2018,Male,South Africa,,,,October,South Africa,,,,,,,
20190207_TGE001_052,20190207,TGE001_052,SNP70_PVL,2018,Male,South Africa,,,,September,South Africa,,,,,,,
20190207_WTD001_061,20190207,WTD001_061,SNP70_PVL,2016,Male,Great Britain,-,,,March,Great Britain,,,,,,,
20190207_WTD001_062,20190207,WTD001_062,SNP70_PVL,2015,Female,Great Britain,-,,,March,Great Britain,,,,,,,
20190307_BTY001_006,20190307,BTY001_006,SNP70_PVL,2010,Female,Great Britain,Dreamily,New Approach,Idillic Calm,March,Ireland,,,,,,,
20190307_JSB001_1444,20190307,JSB001_1444,SNP70_PVL,2017,Male,Ireland,Fraterculus,Teofilo,Sanaara,February,Ireland,,,,,,,
20190307_JSB001_1446,20190307,JSB001_1446,SNP70_PVL,2017,Male,Ireland,Dancila,Teofilo,Empress Of Rome,February,Ireland,,,,,,,
20190307_JSB001_1455,20190307,JSB001_1455,SNP70_PVL,2017,Female,Ireland,Auma,Teofilo,Khazina,February,Ireland,,,,,,,
20190307_JSB001_1461,20190307,JSB001_1461,SNP70_PVL,2017,Male,Ireland,Theocrat,Teofilo,Novel Approach,March,Ireland,,,,,,,
20190307_JSB001_1465,20190307,JSB001_1465,SNP70_PVL,2017,Male,Ireland,Spatial Plan,Teofilo,Yes Oh Yes,March,Ireland,,,,,,,
20190307_JSB001_1475,20190307,JSB001_1475,SNP70_PVL,2017,Female,Ireland,Assurance,Teofilo,Gearanai,March,Ireland,,,,,,,
20190307_JSB001_1486,20190307,JSB001_1486,SNP70_PVL,2017,Male,Ireland,Agitare,Teofilo,Sway Me Now,March,Ireland,,,,,,,
20190307_JSB001_1495,20190307,JSB001_1495,SNP70_PVL,2017,Male,Ireland,Total Rethink,Teofilo,Georgie Hyde,April,Ireland,,,,,,,
20190307_JSB001_1511,20190307,JSB001_1511,SNP70_PVL,2017,Male,Ireland,Aiseirigh,Teofilo,Aiseiri,April,Ireland,,,,,,,
20190307_JSB001_1519,20190307,JSB001_1519,SNP70_PVL,2017,Male,Ireland,Path To Fame,Teofilo,Cailiuil,May,Ireland,,,,,,,
20190307_JSB001_1521,20190307,JSB001_1521,SNP70_PVL,2017,Male,Ireland,,Teofilo,Fainne,May,Ireland,,,,,,,
20190307_JSB001_1525,20190307,JSB001_1525,SNP70_PVL,2017,Male,Ireland,,Teofilo,East of Tara,May,Ireland,,,,,,,
20190307_JSB001_1526,20190307,JSB001_1526,SNP70_PVL,2017,Female,Ireland,Sailing South,Teofilo,Twin Sails,May,Ireland,,,,,,,
20190307_JSB001_1531,20190307,JSB001_1531,SNP70_PVL,2017,Male,Ireland,Rural Isolation,Teofilo,Halla Siamsa,May,Ireland,,,,,,,
20190307_JSB001_1533,20190307,JSB001_1533,SNP70_PVL,2017,Female,Ireland,Theophile,Teofilo,Precipitous,May,Ireland,,,,,,,
20190307_WCW001_031,20190307,WCW001_031,SNP70_PVL,2018,Male,South Africa,,The Apache,Divine Proportion,September,South Africa,,,,,,,
20190321_CEH001_008,20190321,CEH001_008,SNP70_PVL,2017,Female,New Zealand,Moana,Ocean Park,Brianna,October,New Zealand,,,,,,,
20190321_CEH001_009,20190321,CEH001_009,SNP70_PVL,2016,Female,New Zealand,Chelsea,Per Incanto,Demerara,October,New Zealand,,,,,,,
20190321_CEH001_010,20190321,CEH001_010,SNP70_PVL,2017,Female,New Zealand,,Sacred Falls,Grey Swallow,October,New Zealand,,,,,,,
20190321_JSB001_1437,20190321,JSB001_1437,SNP70_PVL,2017,Male,Ireland,Radical Approach,Dawn Approach,Dochas Is Gra,February,Ireland,,,,,,,
20190321_JSB001_1439,20190321,JSB001_1439,SNP70_PVL,2017,Female,Ireland,Out At Dawn,Dawn Approach,Tiz The Whiz,February,Ireland,,,,,,,
20190321_JSB001_1441,20190321,JSB001_1441,SNP70_PVL,2017,Female,Ireland,Cead Solas,Dawn Approach,Star Street,January,Ireland,,,,,,,
20190321_JSB001_1457,20190321,JSB001_1457,SNP70_PVL,2017,Male,Ireland,,Rock of Gibraltar,Groves Royal,February,Ireland,,,,,,,
20190321_JSB001_1467,20190321,JSB001_1467,SNP70_PVL,2017,Female,Ireland,Breaking News,Dawn Approach,Excuse me,March,Ireland,,,,,,,
20190321_JSB001_1468,20190321,JSB001_1468,SNP70_PVL,2017,Male,Ireland,Support Roderic,Roderic OConnor,Vocal Support,March,Ireland,,,,,,,
20190321_JSB001_1470,20190321,JSB001_1470,SNP70_PVL,2017,Female,Ireland,Instancia,Dawn Approach,Estiqbaal,February,Ireland,,,,,,,
20190321_JSB001_1471,20190321,JSB001_1471,SNP70_PVL,2017,Male,Ireland,Out From Dawn,Dawn Approach,Beachaire,March,Ireland,,,,,,,
20190321_JSB001_1528,20190321,JSB001_1528,SNP70_PVL,2017,Male,Ireland,Fiscal Rules,Make Believe,Gold Mirage,May,Ireland,,,,,,,
20190321_JSB001_1529,20190321,JSB001_1529,SNP70_PVL,2017,Female,Ireland,,Baltic King,Teoiriciuil,April,Ireland,,,,,,,
20190321_JSB001_1559,20190321,JSB001_1559,SNP70_PVL,2017,Male,Ireland,Savvy Ruler,Street Boss,Unbridled Treasure,April,USA,,,,,,,
20190321_JSB001_1659,20190321,JSB001_1659,SNP70_PVL,2017,Male,Ireland,Republic,Dark Angel,Saoirse Abu,March,Ireland,,,,,,,
20190321_WHS001_310,20190321,WHS001_310,SNP70_PVL,2015,Female,Great Britain,,,,February,Great Britain,,,,,,,
20190404_JSB001_1438,20190404,JSB001_1438,SNP70_PVL,2017,Female,Ireland,Approach The Line,Fracas,Ionsai Nua,February,Ireland,,,,,,,
20190404_JSB001_1445,20190404,JSB001_1445,SNP70_PVL,2017,Male,Ireland,,Fastnet Rock,Teocht,January,Ireland,,,,,,,
20190404_JSB001_1450,20190404,JSB001_1450,SNP70_PVL,2017,Female,Ireland,Poster Child,Fracas,Rachida,February,Ireland,,,,,,,
20190404_JSB001_1452,20190404,JSB001_1452,SNP70_PVL,2017,Female,Ireland,Ceol Rince,Fracas,Ceol Cois Tine,March,Ireland,,,,,,,
20190404_JSB001_1453,20190404,JSB001_1453,SNP70_PVL,2017,Male,Ireland,Trading Up,Fracas,Deontas,March,Ireland,,,,,,,
20190404_JSB001_1458,20190404,JSB001_1458,SNP70_PVL,2017,Female,Ireland,Breaca An Lae,Fracas,Danemarque,February,Ireland,,,,,,,
20190404_JSB001_1477,20190404,JSB001_1477,SNP70_PVL,2017,Male,Ireland,Dawn Vista,Dawn Approach,Maoineach,March,Ireland,,,,,,,
20190404_JSB001_1480,20190404,JSB001_1480,SNP70_PVL,2017,Male,Ireland,Civil Dawn,Dawn Approach,Legal Farce,February,Ireland,,,,,,,
20190404_JSB001_1491,20190404,JSB001_1491,SNP70_PVL,2017,Male,Ireland,Beyond Happy,Fastnet Rock,Beyond Compare,April,Ireland,,,,,,,
20190404_JSB001_1493,20190404,JSB001_1493,SNP70_PVL,2017,Female,Ireland,Cre Na Coille,Dawn Approach,Imeall Na Speire,April,Ireland,,,,,,,
20190404_JSB001_1496,20190404,JSB001_1496,SNP70_PVL,2017,Male,Ireland,Letter At Dawn,Dawn Approach,Christinas Letter,April,Ireland,,,,,,,
20190404_JSB001_1497,20190404,JSB001_1497,SNP70_PVL,2017,Male,Ireland,Daylight Come,Dawn Approach,Oiche Ghealai,April,Ireland,,,,,,,
20190404_JSB001_1509,20190404,JSB001_1509,SNP70_PVL,2017,Female,Ireland,Snasta,Dawn Approach,Snas,May,Ireland,,,,,,,
20190404_JSB001_1510,20190404,JSB001_1510,SNP70_PVL,2017,Male,Ireland,,Dawn Approach,Ciste Naisiunta,May,Ireland,,,,,,,
20190404_JSB001_1658,20190404,JSB001_1658,SNP70_PVL,2017,Male,Ireland,Hook Head,Fastnet Rock,Dance Troupe,May,Ireland,,,,,,,
20190404_JSB001_1665,20190404,JSB001_1665,SNP70_PVL,2017,Male,Ireland,Ancestry,Dawn Approach,Historian,February,Ireland,,,,,,,
20190404_JSB001_1666,20190404,JSB001_1666,SNP70_PVL,2017,Male,Ireland,Fox Terrier,Dawn Approach,Sand Vixen,January,Ireland,,,,,,,
20190416_BRW001_001,20190416,BRW001_001,SNP70_PVL,2017,Female,USA,More Mango,More Than Ready,Mango Diva,March,USA,,,,,,,
20190416_BRW001_008,20190416,BRW001_008,SNP70_PVL,2017,Female,USA,As Fair,Ghostzapper,Informed Decision,March,USA,,,,,,,
20190416_BRW001_010,20190416,BRW001_010,SNP70_PVL,2017,Male,USA,Burning Bright,Empire Maker,Forever Together,April,USA,,,,,,,
20190416_BRW001_011,20190416,BRW001_011,SNP70_PVL,2017,Female,USA,Cat Rags,Union Rags,Dynamic Cat,April,USA,,,,,,,
20190416_BRW001_013,20190416,BRW001_013,SNP70_PVL,2017,Female,USA,Crystal Moon,Ghostzapper,Kittens Point,April,USA,,,,,,,
20190416_GDI001_008,20190416,GDI001_008,SNP70_PVL,2018,Male,Ireland,Luminous Gate,Holy Roman Emperor,Allegrina,March,Ireland,,,,,,,
20190416_GDI001_011,20190416,GDI001_011,SNP70_PVL,2018,Male,Ireland,Zukor,Zoffany,Clara Bow,February,Ireland,,,,,,,
20190416_GDI001_013,20190416,GDI001_013,SNP70_PVL,2018,Male,Ireland,Rebel Town,Dawn Approach,Cynthiana,February,Ireland,,,,,,,
20190416_GDI001_014,20190416,GDI001_014,SNP70_PVL,2018,Male,Ireland,Leighton Hill,Teofilo,Dream of The Hill,April,Ireland,,,,,,,
20190416_GDI001_015,20190416,GDI001_015,SNP70_PVL,2018,Male,Ireland,High Quartz,Dawn Approach,Exclusive Diamond,April,Ireland,,,,,,,
20190416_GDI001_025,20190416,GDI001_025,SNP70_PVL,2018,Male,Ireland,Dixie Days,Le Havre,Village Fete,March,Ireland,,,,,,,
20190416_GDI001_026,20190416,GDI001_026,SNP70_PVL,2018,Male,Ireland,Totem Pole,Iffraaj,Ancient Art,April,Ireland,,,,,,,
20190416_GDI001_031,20190416,GDI001_031,SNP70_PVL,2018,Male,Ireland,Delicatessen,Dawn Approach,Speak Softly,April,Ireland,,,,,,,
20190416_GDI001_035,20190416,GDI001_035,SNP70_PVL,2018,Female,Ireland,Reencounter,Pivotal,Reunite,March,Great Britain,,,,,,,
20190416_JSB001_1464,20190416,JSB001_1464,SNP70_PVL,2017,Male,Ireland,Sheer Bravado,Fracas,Dushlan,March,Ireland,,,,,,,
20190416_JSB001_1469,20190416,JSB001_1469,SNP70_PVL,2017,Male,Ireland,,Fracas,Teodolite,March,Ireland,,,,,,,
20190416_JSB001_1478,20190416,JSB001_1478,SNP70_PVL,2017,Male,Ireland,,Fracas,Speedy Sunrise,March,Ireland,,,,,,,
20190502_JSB001_1479,20190502,JSB001_1479,SNP70_PVL,2017,Female,Ireland,,Fracas,Senora Galilei,March,Ireland,,,,,,,
20190502_JSB001_1482,20190502,JSB001_1482,SNP70_PVL,2017,Male,Ireland,Peat Moss,Fracas,Dancing on Turf,March,Ireland,,,,,,,
20190502_JSB001_1483,20190502,JSB001_1483,SNP70_PVL,2017,Female,Ireland,Absolutely Yes,Fracas,Absolutus,March,Ireland,,,,,,,
20190502_JSB001_1485,20190502,JSB001_1485,SNP70_PVL,2017,Female,Ireland,Benignitas,Fracas,Saintly Hertfield,March,Ireland,,,,,,,
20190502_JSB001_1487,20190502,JSB001_1487,SNP70_PVL,2017,Female,Ireland,,Fracas,Silver Queen,March,Ireland,,,,,,,
20190502_JSB001_1488,20190502,JSB001_1488,SNP70_PVL,2017,Male,Ireland,Fiscal Prudence,Fracas,Airgead Nua,March,Ireland,,,,,,,
20190502_JSB001_1492,20190502,JSB001_1492,SNP70_PVL,2017,Female,Ireland,Hemina,Fracas,Manger Square,April,Ireland,,,,,,,
20190502_JSB001_1494,20190502,JSB001_1494,SNP70_PVL,2017,Female,Ireland,,Fracas,Fleiscin,March,Ireland,,,,,,,
20190502_JSB001_1498,20190502,JSB001_1498,SNP70_PVL,2017,Male,Ireland,,Fracas,Intense Light,April,Ireland,,,,,,,
20190502_JSB001_1499,20190502,JSB001_1499,SNP70_PVL,2017,Female,Ireland,,Fracas,Tintreach,April,Ireland,,,,,,,
20190502_JSB001_1500,20190502,JSB001_1500,SNP70_PVL,2017,Female,Ireland,,Fracas,Mile Buiochas,April,Ireland,,,,,,,
20190502_JSB001_1501,20190502,JSB001_1501,SNP70_PVL,2017,Male,Ireland,Up With The Play,Fracas,Alertness,April,Ireland,,,,,,,
20190502_JSB001_1502,20190502,JSB001_1502,SNP70_PVL,2017,Male,Ireland,,Fracas,Cruidin,April,Ireland,,,,,,,
20190502_JSB001_1504,20190502,JSB001_1504,SNP70_PVL,2017,Female,Ireland,Gold Allure,Fracas,Gold Focus,April,Ireland,,,,,,,
20190502_JSB001_1505,20190502,JSB001_1505,SNP70_PVL,2017,Female,Ireland,Relaxing Mode,Fracas,Napping,April,Ireland,,,,,,,
20190502_JSB001_1507,20190502,JSB001_1507,SNP70_PVL,2017,Male,Ireland,,Fracas,Masnada,April,Ireland,,,,,,,
20190509_GSB001_001,20190509,GSB001_001,SNP70_PVL,2017,Male,France,,Le Havre,Darkova,March,France,,,,,,,
20190509_GSB001_002,20190509,GSB001_002,SNP70_PVL,2017,Female,France,Brimming,Zoffany,Dream Clover,April,Great Britain,,,,,,,
20190509_GSB001_003,20190509,GSB001_003,SNP70_PVL,2017,Female,France,Cloudy,Dubawi,Moonlight Cloud,March,Ireland,,,,,,,
20190509_GSB001_004,20190509,GSB001_004,SNP70_PVL,2017,Male,France,Lauderdale,Siyouni,Freedoms Light,March,Ireland,,,,,,,
20190509_GSB001_005,20190509,GSB001_005,SNP70_PVL,2017,Female,France,,Kendargent,Oh Beautiful,April,France,,,,,,,
20190509_GSB001_006,20190509,GSB001_006,SNP70_PVL,2017,Female,France,Still Sky,Dansili,Sparkling Beam,January,Great Britain,,,,,,,
20190509_GSB001_007,20190509,GSB001_007,SNP70_PVL,2017,Male,France,Westward,Dansili,In Clover,April,Great Britain,,,,,,,
20190509_JSB001_1514,20190509,JSB001_1514,SNP70_PVL,2017,Female,Ireland,Christiane,Fracas,Arminta,April,Ireland,,,,,,,
20190509_JSB001_1523,20190509,JSB001_1523,SNP70_PVL,2017,Female,Ireland,Pilita,Fracas,Manayer,May,Ireland,,,,,,,
20190509_JSB001_1536,20190509,JSB001_1536,SNP70_PVL,2017,Male,Ireland,Self Assessed,Fracas,Viennese Opera,March,Ireland,,,,,,,
20190509_JSB001_1538,20190509,JSB001_1538,SNP70_PVL,2017,Male,Ireland,,Fracas,Tara Vocals,April,Ireland,,,,,,,
20190509_JSB001_1539,20190509,JSB001_1539,SNP70_PVL,2017,Female,Ireland,,Fracas,High Stool Lady,May,Ireland,,,,,,,
20190509_LFC001_004,20190509,LFC001_004,SNP70_PVL,2018,Male,USA,,,,May,USA,,,,,,,
20190509_LFC001_005,20190509,LFC001_005,SNP70_PVL,2018,Female,USA,,,,March,USA,,,,,,,
20190509_LFC001_006,20190509,LFC001_006,SNP70_PVL,2013,Female,USA,,,,May,Ireland,,,,,,,
20190606_DOB001_094,20190606,DOB001_094,SNP70_PVL,2016,Male,Australia,Armament,Redoutes Choice,Majestic Girl,October,Australia,,,,,,,
20190606_DOB001_095,20190606,DOB001_095,SNP70_PVL,2016,Male,Australia,Coin Collector,All Too Hard,Recoinage,September,Australia,,,,,,,
20190606_DOB001_097,20190606,DOB001_097,SNP70_PVL,2016,Male,Australia,Erosive,Sacred Falls,Shes Goodlookin,November,New Zealand,,,,,,,
20190606_DOB001_100,20190606,DOB001_100,SNP70_PVL,2016,Female,Australia,November Dreaming,Tavistock,Wanaka Dream,November,Australia,,,,,,,
20190606_DOB001_101,20190606,DOB001_101,SNP70_PVL,2016,Female,Australia,Preipo,Savabeel,Zoria,October,New Zealand,,,,,,,
20190606_DOB001_102,20190606,DOB001_102,SNP70_PVL,2016,Female,Australia,Rapid Romance,Fastnet Rock,Hot Summer Night,September,Australia,,,,,,,
20190606_JSB001_1436,20190606,JSB001_1436,SNP70_PVL,2017,Female,Ireland,Sparkling Approach,New Approach,Gleigeal,January,Ireland,,,,,,,
20190606_JSB001_1443,20190606,JSB001_1443,SNP70_PVL,2017,Male,Ireland,Legal Pomp,Lawman,Halla Na Saoire,February,Ireland,,,,,,,
20190606_JSB001_1454,20190606,JSB001_1454,SNP70_PVL,2017,Male,Ireland,Legal Reform,Lawman,Amhrasach,February,Ireland,,,,,,,
20190606_JSB001_1489,20190606,JSB001_1489,SNP70_PVL,2017,Female,Ireland,Sweeping Approach,New Approach,Hymn of the Dawn,March,Ireland,,,,,,,
20190606_JSB001_1506,20190606,JSB001_1506,SNP70_PVL,2017,Female,Ireland,Slaney East,New Approach,Maria Lee,April,Ireland,,,,,,,
20190606_JSB001_1527,20190606,JSB001_1527,SNP70_PVL,2017,Male,Ireland,Front Paging,Lawman,Solas Na Greine,May,Ireland,,,,,,,
20190606_JSB001_1537,20190606,JSB001_1537,SNP70_PVL,2017,Male,Ireland,,Intense Focus,Malibu Beach,March,Ireland,,,,,,,
20190606_LFC001_008,20190606,LFC001_008,SNP70_PVL,2011,Female,USA,,,,March,USA,,,,,,,
20190606_MCF001_010,20190606,MCF001_010,SNP70_PVL,2019,Female,Ireland,,Estidhkaar,Nanamour,May,Ireland,,,,,,,
20190606_TGE001_053,20190606,TGE001_053,SNP70_PVL,2017,Female,South Africa,,,,August,South Africa,,,,,,,
20190613_HWS001_106,20190613,HWS001_106,SNP70_PVL,2019,Male,Ireland,,,,February,Ireland,,,,,,,
20190613_HWS001_107,20190613,HWS001_107,SNP70_PVL,2019,Female,Ireland,,,,April,Ireland,,,,,,,
20190613_HWS001_113,20190613,HWS001_113,SNP70_PVL,2019,Male,Ireland,,,,May,Ireland,,,,,,,
20190613_HWS001_114,20190613,HWS001_114,SNP70_PVL,2019,Female,Ireland,,,,May,Ireland,,,,,,,
20190613_JBN001_007,20190613,JBN001_007,SNP70_PVL,2018,Female,Australia,,Kuroshio,Parus Pride,November,Australia,,,,,,,
20190613_JBN001_008,20190613,JBN001_008,SNP70_PVL,2017,Male,Australia,,Kuroshio,Indi,October,Australia,,,,,,,
20190613_JBN001_009,20190613,JBN001_009,SNP70_PVL,2017,Male,Australia,,Squamosa,You I Find,October,Australia,,,,,,,
20190613_JBN001_010,20190613,JBN001_010,SNP70_PVL,2017,Female,Australia,,Kuroshio,Parus Pride,October,Australia,,,,,,,
20190613_JBN001_011,20190613,JBN001_011,SNP70_PVL,2015,Male,Australia,,Statue of Liberty,Indi,November,Australia,,,,,,,
20190613_JBN001_012,20190613,JBN001_012,SNP70_PVL,2016,Female,Australia,Coloured Sand,Kuroshio,Parus Pride,September,Australia,,,,,,,
