id,batchID,equinomeID,SNPChip,Year of Birth,sex,Country Reported,Horse Name,Sire,Dam,Month of Birth,Country of Birth,,,,,,,
20161101_TAR001_118,20161101,TAR001_118,SNP670,2012,Male,New Zealand,Jacks Secret,Sakhees Secret,SpinN Grin,September,New Zealand,,,,,,,
20161101_TAR001_122,20161101,TAR001_122,SNP670,2012,Female,New Zealand,Love Actually,Swiss Ace,Just Platonic,September,New Zealand,,,,,,,
20161101_TAR001_127,20161101,TAR001_127,SNP670,2013,Male,New Zealand,,Alamosa,Danewhisper,August,New Zealand,,,,,,,
20161101_TAR001_128,20161101,TAR001_128,SNP670,2013,Male,New Zealand,,Darci Brahma,Amaryllis,August,New Zealand,,,,,,,
20161116_CRF001_054,20161116,CRF001_054,SNP670,2015,Male,Australia,Ice Shelf,Redoutes Choice,Adelie,October,Australia,,,,,,,
20161116_DOB001_025,20161116,DOB001_025,SNP670,2014,Female,Australia,Watchmespin,Sepoy,Tobouggie Woogie,September,Australia,,,,,,,
20161116_DOB001_029,20161116,DOB001_029,SNP670,2014,Male,Australia,Dakota Eagle,Pins,Petit Verdot,August,New Zealand,,,,,,,
20161116_GEC001_019,20161116,GEC001_019,SNP670,2016,Female,Australia,Foxy Free,Foxwedge,Enciamo,September,Australia,,,,,,,
20161116_GEC001_020,20161116,GEC001_020,SNP670,2016,Female,Australia,Pensera,Pierro,Streama,August,Australia,,,,,,,
20161116_GEC001_021,20161116,GEC001_021,SNP670,2016,Female,Australia,Tekhila,Dalakhani,Tiersamo,October,Australia,,,,,,,
20161116_JSB001_1214,20161116,JSB001_1214,SNP670,2015,Female,Ireland,,Famous Name,False Lashes,April,Ireland,,,,,,,
20161116_JSB001_1221,20161116,JSB001_1221,SNP670,2015,Male,Ireland,Sing Out Loud,Vocalised,Tus Maith,March,Ireland,,,,,,,
20161116_JSB001_1234,20161116,JSB001_1234,SNP670,2015,Male,Ireland,,Pour Moi,Teolane,April,Ireland,,,,,,,
20161116_MID001_087,20161116,MID001_087,SNP670,2016,Female,Great Britain,,Champs Elysees,Acquainted,March,Great Britain,,,,,,,
20161116_MID001_088,20161116,MID001_088,SNP670,2016,Female,Great Britain,,Invincible Spirit,Riberac,February,Great Britain,,,,,,,
20161116_MID001_089,20161116,MID001_089,SNP670,2016,Female,Great Britain,,Australia,Mama Quilla,February,Great Britain,,,,,,,
20161116_MID001_090,20161116,MID001_090,SNP670,2016,Male,Great Britain,,Oasis Dream,Eminently,January,Great Britain,,,,,,,
20161116_RLD001_003,20161116,RLD001_003,SNP670,2016,Female,Australia,,Not A Single Doubt,Gosetgo,October,Australia,,,,,,,
20161116_RLD001_004,20161116,RLD001_004,SNP670,2016,Female,Australia,,Shamus Award,Cleanup,October,Australia,,,,,,,
20161116_RLD001_005,20161116,RLD001_005,SNP670,2016,Female,Australia,,I Am Invincible,Decoree,September,Australia,,,,,,,
20161116_RLD001_006,20161116,RLD001_006,SNP670,2016,Male,Australia,,Mossman,Command More,September,Australia,,,,,,,
20161116_RLD001_007,20161116,RLD001_007,SNP670,2016,Male,Australia,,Hinchinbrook,Easyone,October,Australia,,,,,,,
20161116_RLD001_008,20161116,RLD001_008,SNP670,2016,Male,Australia,,Husson,Strobic,September,Australia,,,,,,,
20161116_RLD001_009,20161116,RLD001_009,SNP670,2016,Female,Australia,,Sebring,Doagain,September,Australia,,,,,,,
20161116_RLD001_010,20161116,RLD001_010,SNP670,2015,Female,Australia,,Congrats,Easyone,August,Australia,,,,,,,
20161116_RLD001_011,20161116,RLD001_011,SNP670,2015,Female,Australia,,Redoutes Choice,Cleanup,September,Australia,,,,,,,
20161116_RLD001_012,20161116,RLD001_012,SNP670,2015,Female,Australia,,More Than Ready,Heretis,November,Australia,,,,,,,
20161116_TGE001_029,20161116,TGE001_029,SNP670,2013,Male,South Africa,,,,August,South Africa,,,,,,,
20161130_EPH001_004,20161130,EPH001_004,SNP670,,,,,,,,,,,,,,,
20161130_EPH001_005,20161130,EPH001_005,SNP670,,,,,,,,,,,,,,,
20161130_EPH001_006,20161130,EPH001_006,SNP670,,,,,,,,,,,,,,,
20161130_JSB001_1245,20161130,JSB001_1245,SNP670,2015,Male,Ireland,,Stowaway,Gleanntan,April,Ireland,,,,,,,
20161130_JSB001_1265,20161130,JSB001_1265,SNP670,2015,Male,Ireland,,Gio Ponti,Unbridled Treasure,May,USA,,,,,,,
20161130_TGE001_030,20161130,TGE001_030,SNP670,2014,Female,South Africa,Hashtagyolo,Dynasty,My Guiding Star,October,South Africa,,,,,,,
20161130_TGE001_031,20161130,TGE001_031,SNP670,2014,Female,South Africa,Marsala,Gimmethegreenlight,Vermilion,September,South Africa,,,,,,,
20161219_BDS001_168,20161219,BDS001_168,SNP670,2016,Male,Great Britain,Goldern Eye Diamond,Sayif,Acclamare,February,Great Britain,,,,,,,
20161219_BDS001_169,20161219,BDS001_169,SNP670,2016,Male,Great Britain,Achilles Hero,Mastercraftsman,Crystal Swan,March,Great Britain,,,,,,,
20161219_BDS001_170,20161219,BDS001_170,SNP670,2016,Female,Great Britain,Moudallal,Poets Voice,Elhaam,March,Great Britain,,,,,,,
20161219_BDS001_174,20161219,BDS001_174,SNP670,2016,Male,Great Britain,,Mastercraftsman,Island Dreams,March,Great Britain,,,,,,,
20161219_BDS001_175,20161219,BDS001_175,SNP670,2016,Male,Great Britain,Marengo The Star,Dark Angel,Keep Dancing,April,Great Britain,,,,,,,
20161219_BDS001_178,20161219,BDS001_178,SNP670,2016,Male,Great Britain,Oasis Motion,Oasis Dream,Loulwa,April,Great Britain,,,,,,,
20161219_BDS001_181,20161219,BDS001_181,SNP670,2016,Female,Great Britain,Kostantina,Oasis Dream,Missy OGwaun,May,Great Britain,,,,,,,
20161219_BDS001_182,20161219,BDS001_182,SNP670,2016,Male,Great Britain,,Lope de Vega,Native Picture,April,Great Britain,,,,,,,
20161219_BDS001_190,20161219,BDS001_190,SNP670,2016,Female,Great Britain,Pure As Gold,Kingman,Sewards Folly,February,Great Britain,,,,,,,
20161219_SAM001_001,20161219,SAM001_001,SNP670,2012,Female,Canada,,,,March,Canada,,,,,,,
20161219_SAM001_002,20161219,SAM001_002,SNP670,2011,Female,Canada,,,,April,Canada,,,,,,,
20161219_SAM001_003,20161219,SAM001_003,SNP670,2010,Female,Canada,,,,February,Canada,,,,,,,
20161219_SAM001_004,20161219,SAM001_004,SNP670,2006,Female,Canada,,,,March,Canada,,,,,,,
20161219_SAM001_005,20161219,SAM001_005,SNP670,2011,Female,Canada,,,,January,Canada,,,,,,,
20161219_SAM001_006,20161219,SAM001_006,SNP670,2006,Female,Canada,,,,March,Canada,,,,,,,
20161219_SAM001_007,20161219,SAM001_007,SNP670,2010,Female,Canada,,,,March,Canada,,,,,,,
20161219_SAM001_008,20161219,SAM001_008,SNP670,2010,Female,Canada,,,,February,Canada,,,,,,,
20161219_SAM001_009,20161219,SAM001_009,SNP670,2010,Female,Canada,,,,February,Canada,,,,,,,
20161219_SAM001_010,20161219,SAM001_010,SNP670,2011,Female,Canada,,,,April,Canada,,,,,,,
20161219_SAM001_036,20161219,SAM001_036,SNP670,2014,Female,Canada,,,,April,Canada,,,,,,,
20161219_SAM001_037,20161219,SAM001_037,SNP670,2014,Female,Canada,,,,February,Canada,,,,,,,
20161219_SAM001_038,20161219,SAM001_038,SNP670,2014,Female,Canada,,,,March,Canada,,,,,,,
20161219_SAM001_039,20161219,SAM001_039,SNP670,2015,Female,Canada,,,,April,Canada,,,,,,,
20161219_SAM001_040,20161219,SAM001_040,SNP670,2015,Female,Canada,,,,May,Canada,,,,,,,
20161219_SAM001_041,20161219,SAM001_041,SNP670,2015,Female,Canada,,,,February,Canada,,,,,,,
20161219_SAM001_042,20161219,SAM001_042,SNP670,2015,Female,Canada,,,,April,Canada,,,,,,,
20161219_SAM001_043,20161219,SAM001_043,SNP670,2015,Female,Canada,,,,June,Canada,,,,,,,
20161219_SAM001_044,20161219,SAM001_044,SNP670,2015,Female,Canada,,,,February,Canada,,,,,,,
20161219_SAM001_045,20161219,SAM001_045,SNP670,2015,Female,Canada,,,,April,Canada,,,,,,,
20170118_GEC001_022,20170118,GEC001_022,SNP670,2016,Female,Australia,,Fiorente,Strassa,September,Australia,,,,,,,
20170118_JSB001_1270,20170118,JSB001_1270,SNP670,2015,Male,Ireland,,Vocalised,Marionnaud,May,Ireland,,,,,,,
20170118_JSB001_1302,20170118,JSB001_1302,SNP670,2015,Male,Ireland,Impactful,Iffraaj,Take Flight,February,Ireland,,,,,,,
20170118_MMT001_001,20170118,MMT001_001,SNP670,2012,Male,Australia,Saint Christopher,Investors Dream,Galshannon,November,Australia,,,,,,,
20170118_TZI001_011,20170118,TZI001_011,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_016,20170118,TZI001_016,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_018,20170118,TZI001_018,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_021,20170118,TZI001_021,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_025,20170118,TZI001_025,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_026,20170118,TZI001_026,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_027,20170118,TZI001_027,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_039,20170118,TZI001_039,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_043,20170118,TZI001_043,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_044,20170118,TZI001_044,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_045,20170118,TZI001_045,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_047,20170118,TZI001_047,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_048,20170118,TZI001_048,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_054,20170118,TZI001_054,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_059,20170118,TZI001_059,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_060,20170118,TZI001_060,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_061,20170118,TZI001_061,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_064,20170118,TZI001_064,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_067,20170118,TZI001_067,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_069,20170118,TZI001_069,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_071,20170118,TZI001_071,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_074,20170118,TZI001_074,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_077,20170118,TZI001_077,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_078,20170118,TZI001_078,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_081,20170118,TZI001_081,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_089,20170118,TZI001_089,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_091,20170118,TZI001_091,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_093,20170118,TZI001_093,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_094,20170118,TZI001_094,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_095,20170118,TZI001_095,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_096,20170118,TZI001_096,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_099,20170118,TZI001_099,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_101,20170118,TZI001_101,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_103,20170118,TZI001_103,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_109,20170118,TZI001_109,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_117,20170118,TZI001_117,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_127,20170118,TZI001_127,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_138,20170118,TZI001_138,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_141,20170118,TZI001_141,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_144,20170118,TZI001_144,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_147,20170118,TZI001_147,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_150,20170118,TZI001_150,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_155,20170118,TZI001_155,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_156,20170118,TZI001_156,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_158,20170118,TZI001_158,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_161,20170118,TZI001_161,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_163,20170118,TZI001_163,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_164,20170118,TZI001_164,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_166,20170118,TZI001_166,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_167,20170118,TZI001_167,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_171,20170118,TZI001_171,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_172,20170118,TZI001_172,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_173,20170118,TZI001_173,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_175,20170118,TZI001_175,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_176,20170118,TZI001_176,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_178,20170118,TZI001_178,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_180,20170118,TZI001_180,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_182,20170118,TZI001_182,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_185,20170118,TZI001_185,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_186,20170118,TZI001_186,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_187,20170118,TZI001_187,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_188,20170118,TZI001_188,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_189,20170118,TZI001_189,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_190,20170118,TZI001_190,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_402,20170118,TZI001_402,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_405,20170118,TZI001_405,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_407,20170118,TZI001_407,SNP670,,,,,,,,,,,,,,,
20170118_TZI001_413,20170118,TZI001_413,SNP670,,,,,,,,,,,,,,,
20170214_CSK001_001,20170214,CSK001_001,SNP670,,,,,,,,,,,,,,,
20170214_CUM001_079,20170214,CUM001_079,SNP670,2012,Male,,Laurence,Dubawi,Victoire Celebre,May,Great Britain,,,,,,,
20170214_CUM001_113,20170214,CUM001_113,SNP670,2013,Female,,Yellow Band,Dalakhani,My Dark Rosaleen,February,USA,,,,,,,
20170214_CUM001_117,20170214,CUM001_117,SNP70_PVL,2013,Female,Great Britain,Angela North,Canford Cliffs,Vallota,April,Great Britain,,,,,,,
20170214_ETF001_001,20170214,ETF001_001,SNP670,,,,,,,,,,,,,,,
20170214_ETF001_002,20170214,ETF001_002,SNP670,,,,,,,,,,,,,,,
20170214_FHG001_002,20170214,FHG001_002,SNP670,2011,Male,France,Veslove,Vespone,Pennylove,April,France,,,,,,,
20170214_FHG001_003,20170214,FHG001_003,SNP670,2010,Male,France,Baz,Mount Nelson,Zelah,May,France,,,,,,,
20170214_FHG001_004,20170214,FHG001_004,SNP670,2012,Male,France,Erupt,Dubawi,Mare Nostrum,February,Ireland,,,,,,,
20170214_FHG001_005,20170214,FHG001_005,SNP670,2012,Male,France,Irakien,Sageburg,Isarnixe,April,France,,,,,,,
20170214_FHG001_006,20170214,FHG001_006,SNP670,2011,Female,France,Beautiful Heroine,High Chaparral,Blue Sail,April,Ireland,,,,,,,
20170214_FHG001_008,20170214,FHG001_008,SNP670,2012,Female,France,Pearl of Qatar,Corinthian,Hishi Aspen,April,USA,,,,,,,
20170214_FHG001_009,20170214,FHG001_009,SNP670,2012,Female,France,Arcadia,Lope de Vega,Ramzia,April,France,,,,,,,
20170214_FHG001_010,20170214,FHG001_010,SNP670,2011,Female,France,Media Luna,Oasis Dream,Saree,February,Great Britain,,,,,,,
20170214_FHG001_011,20170214,FHG001_011,SNP670,2012,Female,France,Blue Marmalade,Duke of Marmalade,Blue Fern,March,Ireland,,,,,,,
20170214_FHG001_012,20170214,FHG001_012,SNP670,2012,Female,France,Running Waters,Makfi,Sosquaw,April,France,,,,,,,
20170214_FHG001_013,20170214,FHG001_013,SNP670,2012,Female,France,Lady of Kyushu,Smart Strike,Lady Aquitaine,January,USA,,,,,,,
20170214_FHG001_014,20170214,FHG001_014,SNP670,2012,Male,France,Snaad,Invincible Spirit,Olivia Grace,March,Great Britain,,,,,,,
20170214_FHG001_015,20170214,FHG001_015,SNP670,2012,Male,France,Svoul,Siyouni,Dansia,February,France,,,,,,,
20170214_FHG001_016,20170214,FHG001_016,SNP670,2012,Female,France,Amami,Peintre Celebre,Airline Hostess,January,Ireland,,,,,,,
20170214_FHG001_017,20170214,FHG001_017,SNP670,2012,Female,France,Nayfah,Falco,Street Kendra,March,France,,,,,,,
20170214_FHG001_018,20170214,FHG001_018,SNP670,2012,Male,France,Cadageco,American Post,Nouvelle Amie,April,Great Britain,,,,,,,
20170214_FHG001_020,20170214,FHG001_020,SNP670,2012,Male,France,Sumbal,Danehill Dancer,Alix Road,February,Ireland,,,,,,,
20170214_FHG001_021,20170214,FHG001_021,SNP670,2012,Male,France,Osumi,Zamindar,Onega Lake,March,France,,,,,,,
20170214_FHG001_022,20170214,FHG001_022,SNP670,2012,Male,France,Externality,Kitalpha,Onda Nova,March,USA,,,,,,,
20170214_FHG001_023,20170214,FHG001_023,SNP670,2012,Male,France,Karar,Invincible Spirit,In the Light,April,Great Britain,,,,,,,
20170214_FHG001_024,20170214,FHG001_024,SNP670,2012,Male,France,Vision des Aigles,Vision dEtat,Vie des Aigles,April,France,,,,,,,
20170214_FHG001_025,20170214,FHG001_025,SNP670,2012,Male,France,Cornwallville,Makfi,Morinqua,March,Ireland,,,,,,,
20170214_FHG001_026,20170214,FHG001_026,SNP670,2012,Male,France,Aomori,Gold Away,Aquarelle Rare,April,Ireland,,,,,,,
20170214_FHG001_027,20170214,FHG001_027,SNP670,2012,Female,France,Black Bird Runs,Evasive,Moon Tree,March,France,,,,,,,
20170214_FHG001_028,20170214,FHG001_028,SNP670,2012,Female,France,Sapphirine,Shamardal,Crystany,February,Ireland,,,,,,,
20170214_FHG001_030,20170214,FHG001_030,SNP670,2012,Female,France,Duchesse,Duke of Marmalade,Contrary,January,Ireland,,,,,,,
20170214_FHG001_031,20170214,FHG001_031,SNP670,2012,Male,France,Wander Off,Galileo,War Game,March,Ireland,,,,,,,
20170214_FHG001_032,20170214,FHG001_032,SNP670,2012,Female,France,Love Aloft,Lope de Vega,Higher Love,January,Great Britain,,,,,,,
20170214_JSB001_1252,20170214,JSB001_1252,SNP670,2015,Male,Ireland,Costerinu,Intense Focus,Maidin Moch,April,Ireland,,,,,,,
20170214_KCF001_001,20170214,KCF001_001,SNP670,,,,,,,,,,,,,,,
20170214_MCF001_003,20170214,MCF001_003,SNP670,,,,,,,,,,,,,,,
20170214_MEF001_024,20170214,MEF001_024,SNP670,,,,,,,,,,,,,,,
20170222_FHG001_033,20170222,FHG001_033,SNP670,2012,Female,France,Mighty Girl,Makfi,Dame Edith,March,France,,,,,,,
20170222_MDS001_009,20170222,MDS001_009,SNP670,2011,Female,France,Violet Symphony,Invincible Spirit,Celebre Fragrance,April,France,,,,,,,
20170222_MDS001_023,20170222,MDS001_023,SNP670,2011,Female,France,Smart Change,Smart Strike,Morozia,April,USA,,,,,,,
20170306_DOB001_032,20170306,DOB001_032,SNP670,2014,Female,Australia,Sous La Terre,Pierro,Soul Singer,August,Australia,,,,,,,
20170306_DOB001_033,20170306,DOB001_033,SNP670,2014,Male,Australia,Buckhound,Sepoy,Secret Indulgence,November,Australia,,,,,,,
20170306_DOB001_036,20170306,DOB001_036,SNP670,2015,Male,Australia,Grinzinger Star,Reliable Man,Artistic,October,New Zealand,,,,,,,
20170306_DOB001_037,20170306,DOB001_037,SNP670,2015,Male,Australia,Chur Ching,Tavistock,Zenada,November,New Zealand,,,,,,,
20170306_MAY001_418,20170306,MAY001_418,SNP670,2015,Male,South Africa,,Frankel,Fly To The Moon,August,South Africa,,,,,,,
20170306_MAY001_419,20170306,MAY001_419,SNP670,2015,Male,South Africa,Eligius,Silvano,Lady Bequick,October,South Africa,,,,,,,
20170306_MAY001_422,20170306,MAY001_422,SNP670,2015,Male,South Africa,Provacteur,Var,Model I.Q.,November,South Africa,,,,,,,
20170306_MAY001_424,20170306,MAY001_424,SNP670,2015,Male,South Africa,God of Thunder,Var,Thunder Dance,August,South Africa,,,,,,,
20170306_MAY001_430,20170306,MAY001_430,SNP670,2015,Male,,Starship Legacy,Dynasty,Strawberry Lane,August,South Africa,,,,,,,
20170306_MAY001_431,20170306,MAY001_431,SNP670,2015,Male,South Africa,Priceless Ruler,Pathfork,Antonios Law,October,South Africa,,,,,,,
20170306_TYR001_076,20170306,TYR001_076,SNP670,2016,Female,New Zealand,,Ghibellines,Alpine Pearl,October,New Zealand,,,,,,,
20170306_TYR001_077,20170306,TYR001_077,SNP670,2016,Female,New Zealand,,Sacred Falls,Tansava,November,New Zealand,,,,,,,
20170306_TYR001_078,20170306,TYR001_078,SNP670,2016,Female,New Zealand,Alpine Charm,Ocean Park,Alpine Beauty,November,New Zealand,,,,,,,
20170306_TYR001_081,20170306,TYR001_081,SNP670,2016,Female,New Zealand,Chelsea,Per Incanto,Demerara,October,New Zealand,,,,,,,
20170306_TYR001_084,20170306,TYR001_084,SNP670,2016,Female,New Zealand,,Pentire,Stylee,November,New Zealand,,,,,,,
20170306_WHS001_148,20170306,WHS001_148,SNP670,,Male,Great Britain,,,,April,Ireland,,,,,,,
20170306_WHS001_149,20170306,WHS001_149,SNP670,,Male,Great Britain,,,,April,Ireland,,,,,,,
20170306_WHS001_150,20170306,WHS001_150,SNP670,,Male,Great Britain,,,,May,Ireland,,,,,,,
20170306_WHS001_151,20170306,WHS001_151,SNP670,,Male,Great Britain,,,,March,Great Britain,,,,,,,
20170306_WHS001_152,20170306,WHS001_152,SNP670,,Male,Great Britain,,,,March,USA,,,,,,,
20170306_WHS001_153,20170306,WHS001_153,SNP670,,Female,Great Britain,,,,April,Ireland,,,,,,,
20170306_WHS001_154,20170306,WHS001_154,SNP670,,Female,Great Britain,,,,January,Ireland,,,,,,,
20170306_WHS001_155,20170306,WHS001_155,SNP670,,Female,Great Britain,,,,February,Great Britain,,,,,,,
20170306_WHS001_156,20170306,WHS001_156,SNP670,,Male,Great Britain,,,,March,Great Britain,,,,,,,
20170306_WHS001_157,20170306,WHS001_157,SNP670,,,,,,,,,,,,,,,
20170306_WHS001_158,20170306,WHS001_158,SNP670,,Female,Great Britain,,,,April,Ireland,,,,,,,
20170306_WHS001_159,20170306,WHS001_159,SNP670,,Male,Great Britain,,,,May,Ireland,,,,,,,
20170404_GST001_001,20170404,GST001_001,SNP670,2015,Male,Great Britain,,,,February,Ireland,,,,,,,
20170404_JHD001_010,20170404,JHD001_010,SNP670,2012,Female,France,Illico,Dansili,Insight,April,Great Britain,,,,,,,
20170404_JHD001_011,20170404,JHD001_011,SNP670,2011,Male,France,Labaik,Montmarte,Avanguardia,March,France,,,,,,,
20170404_JHD001_025,20170404,JHD001_025,SNP670,2013,Male,France,Likewise,Lope de Vega,Love The Tiger,February,Germany,,,,,,,
20170404_JHD001_041,20170404,JHD001_041,SNP670,2013,Male,France,Bagel,Slickly,Crumpett,March,France,,,,,,,
20170404_MEF001_025,20170404,MEF001_025,SNP670,2017,Female,,,Albaasil,Duchess of Ripon,March,Great Britain,,,,,,,
20170404_MEF001_027,20170404,MEF001_027,SNP670,2017,Female,,,Telescope,Koala Bear,March,,,,,,,,
